timestamp,acc_x,acc_y,acc_z,label
1.55E+12,3.084,-8.698,-0.939,STD
1.55E+12,2.806,-8.902,-0.706,STD
1.55E+12,2.545,-8.926,-0.503,STD
1.55E+12,2.5,-8.995,-0.271,STD
1.55E+12,2.655,-9.046,-0.244,STD
1.55E+12,2.887,-8.95,-0.283,STD
1.55E+12,2.926,-8.916,-0.433,STD
1.55E+12,2.732,-8.921,-0.05,STD
1.55E+12,2.061,-8.763,1.092,STD
1.55E+12,1.654,-8.114,1.365,STD
1.55E+12,1.499,-6.685,0.421,STD
1.55E+12,1.985,-6.151,-0.192,STD
1.55E+12,2.011,-5.423,0.072,STD
1.55E+12,2.236,-4.817,0.644,STD
1.55E+12,2.392,-3.594,0.417,STD
1.55E+12,1.982,-1.748,-0.299,STD
1.55E+12,1.168,-0.388,-1.611,STD
1.55E+12,0.443,0.268,-1.846,STD
1.55E+12,0.053,0.014,-1.942,STD
1.55E+12,0.831,-1.144,-2.54,STD
1.55E+12,2.911,-2.746,-2.318,STD
1.55E+12,4.08,-4.7,-2.09,STD
1.55E+12,3.134,-4.865,-1.532,STD
1.55E+12,0.436,-1.707,-1.439,STD
1.55E+12,0.254,-1.07,-1.544,STD
1.55E+12,1.681,-3.991,-2.028,STD
1.55E+12,2.495,-7.386,-2.722,STD
1.55E+12,5.275,-8.528,-0.702,STD
1.55E+12,3.249,-2.066,0.769,STD
1.55E+12,3.156,-1.396,-0.381,STD
1.55E+12,5.756,-0.18,-3.247,STD
1.55E+12,17.059,-11.813,-7.652,STD
1.55E+12,9.718,-19.434,-13.552,STD
1.55E+12,21.242,-34.952,-34.48,STD
1.55E+12,24.024,-51.542,-67.305,STD
1.55E+12,18.915,4.798,-29.416,STD
1.55E+12,19.643,12.979,0.637,STD
1.55E+12,3.225,2.648,7.683,STD
1.55E+12,-7.121,3.977,-0.359,STD
1.55E+12,-4.015,11.756,-16.592,STD
1.55E+12,-3.828,13.41,-11.548,STD
1.55E+12,1.413,6.453,-6.409,STD
1.55E+12,0.996,4.729,-5.27,STD
1.55E+12,-1.3,5.334,-5.854,STD
1.55E+12,-1.482,5.299,-7.329,STD
1.55E+12,-0.702,6.175,-8.794,STD
1.55E+12,0.029,4.947,-8.538,STD
1.55E+12,-0.886,5.641,-8.107,STD
1.55E+12,-2.102,5.643,-8.945,STD
1.55E+12,-1.501,4.396,-8.318,STD
1.55E+12,0.563,3.172,-10.178,STD
1.55E+12,2.624,4.087,-10.458,STD
1.55E+12,3.52,2.885,-7.022,STD
1.55E+12,1.87,1.889,-6.29,STD
1.55E+12,1.015,3.031,-7.664,STD
1.55E+12,1.24,4.449,-9.972,STD
1.55E+12,1.731,5.56,-9.165,STD
1.55E+12,1.805,5.308,-8.801,STD
1.55E+12,1.42,5.392,-10.003,STD
1.55E+12,1.504,5.176,-10.887,STD
1.55E+12,1.279,4.015,-10.959,STD
1.55E+12,2.164,2.95,-10.025,STD
1.55E+12,2.191,1.664,-9.627,STD
1.55E+12,1.82,1.851,-10.626,STD
1.55E+12,0.101,3.079,-10.42,STD
1.55E+12,0.055,3.417,-9.857,STD
1.55E+12,0.378,2.816,-9.922,STD
1.55E+12,1.42,2.476,-9.278,STD
1.55E+12,1.949,2.914,-9.194,STD
1.55E+12,1.549,3.172,-10.073,STD
1.55E+12,2.339,1.094,-10.087,STD
1.55E+12,3.486,-0.285,-9.647,STD
1.55E+12,3.105,0.256,-9.491,STD
1.55E+12,2.82,1.741,-9.237,STD
1.55E+12,2.696,2.488,-9.45,STD
1.55E+12,3.474,1.836,-9.589,STD
1.55E+12,3.474,1.2,-10.224,STD
1.55E+12,3.263,1.338,-10.135,STD
1.55E+12,2.873,1.568,-9.467,STD
1.55E+12,2.43,1.54,-9.01,STD
1.55E+12,2.078,1.183,-8.155,STD
1.55E+12,2.296,0.678,-7.42,STD
1.55E+12,2.54,-0.029,-7.824,STD
1.55E+12,3.412,0.208,-9.63,STD
1.55E+12,4.037,0.725,-10.722,STD
1.55E+12,4.374,0.127,-11.253,STD
1.55E+12,5.267,-0.989,-11.402,STD
1.55E+12,5.768,-1.377,-9.852,STD
1.55E+12,5.495,-0.491,-8.5,STD
1.55E+12,4.001,0.769,-10.173,STD
1.55E+12,2.555,1.264,-10.238,STD
1.55E+12,1.35,1.389,-9.819,STD
1.55E+12,0.974,1.039,-9.431,STD
1.55E+12,1.075,0.907,-8.847,STD
1.55E+12,1.413,1.518,-7.808,STD
1.55E+12,1.832,3.084,-7.379,STD
1.55E+12,2.117,4.389,-7.966,STD
1.55E+12,2.236,5.373,-8.595,STD
1.55E+12,2.574,5.282,-8.591,STD
1.55E+12,2.435,4.614,-8.756,STD
1.55E+12,2.303,3.895,-9.419,STD
1.55E+12,2.219,3.369,-10.008,STD
1.55E+12,1.97,3.079,-10.389,STD
1.55E+12,1.489,3.86,-10.784,STD
1.55E+12,0.713,5.129,-10.015,STD
1.55E+12,0.026,4.915,-8.993,STD
1.55E+12,0.036,4.049,-8.332,STD
1.55E+12,-1.092,4.312,-8.504,STD
1.55E+12,-0.802,4.188,-8.459,STD
1.55E+12,-0.548,3.742,-7.47,STD
1.55E+12,-1.039,3.812,-7.477,STD
1.55E+12,-1.551,3.115,-8.227,STD
1.55E+12,-0.371,1.944,-9.369,STD
1.55E+12,0.024,1.18,-10.884,STD
1.55E+12,1.276,0.785,-10.772,STD
1.55E+12,1.35,1.003,-11.84,STD
1.55E+12,1.453,0.56,-12.278,STD
1.55E+12,1.389,0.314,-11.279,STD
1.55E+12,1.669,-0.594,-11.193,STD
1.55E+12,1.508,-0.658,-10.915,STD
1.55E+12,1.302,-0.551,-9.908,STD
1.55E+12,1.082,-0.259,-9.472,STD
1.55E+12,1.573,-0.089,-9.06,STD
1.55E+12,1.729,0.369,-9.618,STD
1.55E+12,1.645,0.429,-8.962,STD
1.55E+12,2.258,-1.472,-8.153,STD
1.55E+12,2.66,-1.932,-9.024,STD
1.55E+12,3.943,-1.415,-10.281,STD
1.55E+12,5.318,-1.147,-9.965,STD
1.55E+12,5.492,-0.594,-7.911,STD
1.55E+12,5.897,-0.759,-7.59,STD
1.55E+12,6.656,-0.855,-7.951,STD
1.55E+12,6.656,-0.421,-7.305,STD
1.55E+12,7.171,-0.893,-6.939,STD
1.55E+12,4.932,-1.748,5.39,STD
1.55E+12,1.973,1.377,6.105,STD
1.55E+12,-3.694,4.733,7.123,STD
1.55E+12,-0.283,6.046,2.471,STD
1.55E+12,-2.435,7.116,3.031,STD
1.55E+12,-0.496,0.223,-0.318,STD
1.55E+12,1.269,-7.796,-1.578,STD
1.55E+12,4.652,-15.486,-1.068,STD
1.55E+12,8.634,-23.536,-1.925,STD
1.55E+12,15.331,-17.332,-4.446,STD
1.55E+12,6.113,-6.275,-5.454,STD
1.55E+12,3.213,-9.338,-5.569,STD
1.55E+12,0.354,-11.835,0.558,STD
1.55E+12,1.147,-7.432,-2.176,STD
1.55E+12,2.746,-6.994,-1.719,STD
1.55E+12,3.151,-6.096,0.699,STD
1.55E+12,4.812,-6.093,0.146,STD
1.55E+12,5.653,-6.982,0.156,STD
1.55E+12,6.625,-8.639,-3.302,STD
1.55E+12,5.768,-9.512,-1.877,STD
1.55E+12,5.895,-10.705,-0.627,STD
1.55E+12,4.044,-9.328,-0.187,STD
1.55E+12,4.171,-8.366,-2.71,STD
1.55E+12,4.513,-9.393,-3.455,STD
1.55E+12,3.9,-9.247,-1.219,STD
1.55E+12,3.299,-9.261,0.108,STD
1.55E+12,3.069,-8.512,-0.342,STD
1.55E+12,2.952,-8.56,-0.163,STD
1.55E+12,2.689,-9.728,-1.71,STD
1.55E+12,2.43,-11.258,-1.93,STD
1.55E+12,3.093,-12.043,-1.31,STD
1.55E+12,5.119,-12.316,-0.783,STD
1.55E+12,6.393,-11.83,-2.246,STD
1.55E+12,6.055,-11.983,-2.2,STD
1.55E+12,5.586,-10.192,-2.794,STD
1.55E+12,5.026,-8.15,-2.241,STD
1.55E+12,4.516,-7.109,-1.118,STD
1.55E+12,3.745,-6.259,-0.996,STD
1.55E+12,3.316,-7.271,-1.619,STD
1.55E+12,3.263,-7.528,-1.547,STD
1.55E+12,3.117,-6.965,-1.844,STD
1.55E+12,3.692,-7.65,-2.605,STD
1.55E+12,4.257,-7.645,-2.926,STD
1.55E+12,5.184,-6.716,-3.57,STD
1.55E+12,6.273,-7.518,-2.993,STD
1.55E+12,5.591,-6.465,-1.789,STD
1.55E+12,7.147,-8.739,-2.859,STD
1.55E+12,7.042,-8.619,-4.403,STD
1.55E+12,6.469,-9.958,-5.059,STD
1.55E+12,5.294,-9.714,-2.945,STD
1.55E+12,5.038,-8.006,-4.046,STD
1.55E+12,4.87,-7.846,-1.257,STD
1.55E+12,6.977,-10.039,-0.601,STD
1.55E+12,6.833,-11.107,0.467,STD
1.55E+12,5.741,-10.219,1.338,STD
1.55E+12,4.769,-9.398,1.111,STD
1.55E+12,3.749,-9.22,0.881,STD
1.55E+12,3.845,-8.878,1.274,STD
1.55E+12,3.249,-8.208,0.079,STD
1.55E+12,2.516,-8.804,-1.19,STD
1.55E+12,1.731,-10.111,-1.87,STD
1.55E+12,4.113,-10.614,-1.161,STD
1.55E+12,5.157,-10.377,-0.187,STD
1.55E+12,4.829,-11.09,-0.539,STD
1.55E+12,5.033,-11.593,0.026,STD
1.55E+12,4.7,-10.623,-0.045,STD
1.55E+12,2.832,-10.259,0.68,STD
1.55E+12,2.057,-8.603,0.326,STD
1.55E+12,2.576,-6.536,-0.335,STD
1.55E+12,0.725,-6.194,-0.91,STD
1.55E+12,0.275,-7.59,0.644,STD
1.55E+12,0.29,-7.101,0.122,STD
1.55E+12,-1.441,-6.022,0.936,STD
1.55E+12,-1.911,-6.737,2.454,STD
1.55E+12,-1.106,-8.986,-1.271,STD
1.55E+12,-1.868,-8.466,4.214,STD
1.55E+12,-3.151,-8.366,4.607,STD
1.55E+12,-2.799,-9.036,5.289,STD
1.55E+12,-0.86,-9.429,7.269,STD
1.55E+12,-1.573,-10.221,6.29,STD
1.55E+12,-1.532,-10.973,4.528,STD
1.55E+12,-1.039,-11.373,2.291,STD
1.55E+12,0.96,-11.296,3.213,STD
1.55E+12,2.157,-11.9,4.638,STD
1.55E+12,2.978,-12.153,4.748,STD
1.55E+12,1.817,-11.763,5.763,STD
1.55E+12,-0.206,-11.421,9.781,STD
1.55E+12,-0.524,-10.714,12.85,STD
1.55E+12,1.939,-10.001,11.945,STD
1.55E+12,4.535,-10.042,12.218,STD
1.55E+12,5.531,-9.568,13.875,STD
1.55E+12,2.21,-8.809,13.166,STD
1.55E+12,-2.09,-8.105,11.354,STD
1.55E+12,-5.021,-6.915,10.602,STD
1.55E+12,-3.91,-6.026,10.379,STD
1.55E+12,-0.824,-5.545,8.821,STD
1.55E+12,0.994,-5.088,7.001,STD
1.55E+12,-0.663,-4.336,7.063,STD
1.55E+12,-2.945,-4.243,7.353,STD
1.55E+12,-3.97,-4.286,6.649,STD
1.55E+12,-2.322,-4.303,6.5,STD
1.55E+12,-0.752,-3.548,7.183,STD
1.55E+12,-0.991,-2.545,8.186,STD
1.55E+12,-2.387,-2.105,8.291,STD
1.55E+12,-2.344,-1.832,6.694,STD
1.55E+12,-0.223,-0.623,6.488,STD
1.55E+12,2.586,0.831,7.245,STD
1.55E+12,3.493,0.833,7.999,STD
1.55E+12,3.117,-0.242,9.67,STD
1.55E+12,2.212,-1.01,10.607,STD
1.55E+12,0.443,-1.343,11.876,STD
1.55E+12,-1.449,-1.786,12.864,STD
1.55E+12,-1.721,-2.325,12.589,STD
1.55E+12,-0.725,-2.389,11.648,STD
1.55E+12,0.017,-1.994,11.138,STD
1.55E+12,0.172,-1.377,9.175,STD
1.55E+12,-3.069,-1.132,12.833,STD
1.55E+12,-1.477,-2.37,11.356,STD
1.55E+12,0.838,-2.267,7.798,STD
1.55E+12,3.728,-1.779,7.269,STD
1.55E+12,4.003,-1.006,7.405,STD
1.55E+12,1.887,-0.17,6.931,STD
1.55E+12,1.372,-0.934,7.087,STD
1.55E+12,3.582,-0.953,8.064,STD
1.55E+12,4.477,-0.524,7.947,STD
1.55E+12,5.083,-0.644,6.872,STD
1.55E+12,4.453,-0.345,7.092,STD
1.55E+12,3.259,0.144,7.968,STD
1.55E+12,2.37,-0.002,9.101,STD
1.55E+12,3.148,-0.582,10.463,STD
1.55E+12,4.547,-1.022,9.905,STD
1.55E+12,4.599,-0.994,8.545,STD
1.55E+12,3.876,-0.721,8.138,STD
1.55E+12,3.709,-1.41,8.583,STD
1.55E+12,2.964,-1.887,9.213,STD
1.55E+12,2.904,-1.875,8.95,STD
1.55E+12,2.957,-1.887,8.241,STD
1.55E+12,3.476,-1.968,7.104,STD
1.55E+12,4.049,-2.363,8.909,STD
1.55E+12,2.811,-1.702,10.037,STD
1.55E+12,1.808,-0.872,9.429,STD
1.55E+12,1.98,-2.21,8.878,STD
1.55E+12,0.69,-2.682,8.504,STD
1.55E+12,1.058,-2.677,8.246,STD
1.55E+12,2.267,-2.859,10.322,STD
1.55E+12,3.706,-2.605,9.757,STD
1.55E+12,4.532,-2.983,9.01,STD
1.55E+12,5.038,-2.955,9.529,STD
1.55E+12,5.042,-2.389,8.859,STD
1.55E+12,4.499,-2.363,9.489,STD
1.55E+12,2.945,-2.603,10.046,STD
1.55E+12,3.378,-2.622,8.907,STD
1.55E+12,3.745,-2.409,7.417,STD
1.55E+12,3.852,-2.339,7.753,STD
1.55E+12,3.235,-2.112,7.923,STD
1.55E+12,2.718,-1.896,7.408,STD
1.55E+12,4.276,-0.273,7.494,STD
1.55E+12,4.834,0.445,10.662,STD
1.55E+12,2.967,-0.678,10.504,STD
1.55E+12,2.876,0.084,9.706,STD
1.55E+12,4.64,0.752,8.962,STD
1.55E+12,4.676,1.085,8.528,STD
1.55E+12,4.25,0.213,9.225,STD
1.55E+12,4.022,0.067,8.847,STD
1.55E+12,4.913,0.424,4.836,STD
1.55E+12,1.496,2.461,14.459,STD
1.55E+12,1.034,1.231,9.271,STD
1.55E+12,3.239,2.052,10.252,STD
1.55E+12,2.124,1.717,9.05,STD
1.55E+12,0.627,1.69,10.327,STD
1.55E+12,0.077,3.081,12.074,STD
1.55E+12,1.664,1.322,7.523,STD
1.55E+12,4.305,0.433,7.391,STD
1.55E+12,4.956,-0.108,8.234,STD
1.55E+12,4.638,0.637,7.252,STD
1.55E+12,0.393,2.152,10.657,STD
1.55E+12,1.279,1.719,8.097,STD
1.55E+12,2.033,2.114,7.722,STD
1.55E+12,1.164,2.287,9.374,STD
1.55E+12,0.443,2.48,9.096,STD
1.55E+12,-1.894,3.441,10.037,STD
1.55E+12,-3.05,3.627,9.201,STD
1.55E+12,-2.291,3.788,9.903,STD
1.55E+12,-2.437,3.529,11.155,STD
1.55E+12,-1.257,3.067,10.123,STD
1.55E+12,0.766,2.337,8.667,STD
1.55E+12,-1.267,3.292,10.382,STD
1.55E+12,-2.679,3.728,12.151,STD
1.55E+12,-1.81,3.053,11.117,STD
1.55E+12,-0.438,2.785,8.481,STD
1.55E+12,0.34,3.122,7.722,STD
1.55E+12,1.164,2.004,7.803,STD
1.55E+12,0.745,2.986,9.041,STD
1.55E+12,-1.027,3.646,10.07,STD
1.55E+12,-1.245,3.055,9.074,STD
1.55E+12,-2.212,3.426,9.256,STD
1.55E+12,-3.053,3.335,8.902,STD
1.55E+12,-1.69,3.68,9.726,STD
1.55E+12,-1.501,3.548,9.208,STD
1.55E+12,-0.931,4.733,9.5,STD
1.55E+12,-0.623,3.845,8.727,STD
1.55E+12,-0.192,1.616,8.56,STD
1.55E+12,0.081,2.883,7.106,STD
1.55E+12,-1.178,3.441,7.501,STD
1.55E+12,-0.941,2.567,8.686,STD
1.55E+12,-0.28,1.968,9.584,STD
1.55E+12,-0.687,1.903,10.185,STD
1.55E+12,-1.798,2.509,10.669,STD
1.55E+12,-1.702,2.425,11.471,STD
1.55E+12,-1.755,2.351,11.696,STD
1.55E+12,-1.188,2.725,10.772,STD
1.55E+12,-0.951,2.737,9.893,STD
1.55E+12,1.432,3.335,7.252,STD
1.55E+12,0.524,2.775,6.156,STD
1.55E+12,-1.322,2.526,5.351,STD
1.55E+12,0.22,2.749,6.28,STD
1.55E+12,3.134,2.914,4.714,STD
1.55E+12,3.532,3.417,3.714,STD
1.55E+12,2.018,3.383,5.804,STD
1.55E+12,0.512,1.975,9.529,STD
1.55E+12,0.108,0.793,9.036,STD
1.55E+12,-0.345,0.448,6.874,STD
1.55E+12,-1.006,0.962,6.417,STD
1.55E+12,-0.158,0.172,7.904,STD
1.55E+12,2.627,0.153,8.38,STD
1.55E+12,6.474,-0.318,7.176,STD
1.55E+12,9.965,-0.35,7.473,STD
1.55E+12,14.105,0.168,7.097,STD
1.55E+12,17.517,1.599,3.565,STD
1.55E+12,18.441,1.887,4.252,STD
1.55E+12,16.13,1.413,6.168,STD
1.55E+12,12.671,0.749,7.429,STD
1.55E+12,12.019,1.647,3.872,STD
1.55E+12,13.535,1.525,1.726,STD
1.55E+12,13.791,2.033,2.971,STD
1.55E+12,10.834,1.008,2.294,STD
1.55E+12,5.78,0.615,2.078,STD
1.55E+12,3.029,-0.278,-0.687,STD
1.55E+12,3.481,-0.306,1.118,STD
1.55E+12,6.546,-1.144,4.755,STD
1.55E+12,9.196,-1.631,8.138,STD
1.55E+12,10.944,-1.561,7.915,STD
1.55E+12,12.84,-1.698,7.429,STD
1.55E+12,14.813,-1.044,7.324,STD
1.55E+12,16.14,-0.769,7.355,STD
1.55E+12,15.273,-0.802,7.729,STD
1.55E+12,12.951,-0.843,7.346,STD
1.55E+12,11.61,-0.611,7.482,STD
1.55E+12,12.048,-0.575,4.753,STD
1.55E+12,12.759,0.168,2.976,STD
1.55E+12,11.885,0.747,6.448,STD
1.55E+12,10.959,-0.024,9.156,STD
1.55E+12,7.489,0.618,9.946,STD
1.55E+12,6,1.346,7.171,STD
1.55E+12,6.625,1.59,6.474,STD
1.55E+12,6.512,1.094,6.812,STD
1.55E+12,6.374,1.458,6.225,STD
1.55E+12,8.703,2.593,2.073,STD
1.55E+12,9.759,3.366,3.433,STD
1.55E+12,5.231,1.71,16.951,STD
1.55E+12,2.44,0.845,-12.721,STD
1.55E+12,0.038,-9.048,-0.05,STD
1.55E+12,0.812,-9.254,0.479,STD
1.55E+12,1.688,-9.927,0.666,STD
1.55E+12,1.707,-9.998,0.658,STD
1.55E+12,1.523,-10.298,1.094,STD
1.55E+12,1.659,-10.08,1.583,STD
1.55E+12,1.781,-10.118,1.824,STD
1.55E+12,1.889,-10.293,1.156,STD
1.55E+12,1.42,-10.956,1.085,STD
1.55E+12,0.136,-10.355,0.852,STD
1.55E+12,0.491,-9.948,0.939,STD
1.55E+12,2.375,-9.857,1.487,STD
1.55E+12,3,-9.778,1.846,STD
1.55E+12,2.947,-9.745,1.647,STD
1.55E+12,2.629,-9.51,1.425,STD
1.55E+12,2.679,-9.467,1.762,STD
1.55E+12,2.6,-9.019,2.133,STD
1.55E+12,3.28,-8.749,2.32,STD
1.55E+12,3.639,-8.94,2.643,STD
1.55E+12,3.45,-9.077,2.947,STD
1.55E+12,3.572,-9.067,2.921,STD
1.55E+12,3.752,-8.909,3.189,STD
1.55E+12,4.166,-8.809,3.084,STD
1.55E+12,4.331,-9.053,3.17,STD
1.55E+12,4.037,-9.046,3.316,STD
1.55E+12,4.283,-8.976,2.945,STD
1.55E+12,4.621,-9.022,2.548,STD
1.55E+12,4.903,-9.23,3.098,STD
1.55E+12,4.506,-9.285,3.144,STD
1.55E+12,4.774,-8.959,3.069,STD
1.55E+12,5.33,-8.799,2.871,STD
1.55E+12,5.583,-8.318,2.55,STD
1.55E+12,5.816,-8.188,2.435,STD
1.55E+12,5.962,-8.052,2.423,STD
1.55E+12,6.603,-8.138,2.48,STD
1.55E+12,6.46,-8.301,3.041,STD
1.55E+12,6.187,-7.915,2.931,STD
1.55E+12,6.455,-7.614,2.658,STD
1.55E+12,6.529,-7.913,2.88,STD
1.55E+12,6.024,-7.822,2.967,STD
1.55E+12,6.151,-7.252,3.007,STD
1.55E+12,6.28,-6.84,2.983,STD
1.55E+12,6.603,-6.453,2.77,STD
1.55E+12,6.429,-6.168,2.196,STD
1.55E+12,6.204,-6.189,2.526,STD
1.55E+12,5.586,-6.488,2.064,STD
1.55E+12,5.447,-6.654,2.531,STD
1.55E+12,5.962,-6.371,2.746,STD
1.55E+12,5.811,-6.527,2.387,STD
1.55E+12,5.03,-7.125,2.521,STD
1.55E+12,4.781,-7.755,2.71,STD
1.55E+12,5.342,-7.745,2.986,STD
1.55E+12,6.002,-7.226,2.785,STD
1.55E+12,5.694,-6.951,2.373,STD
1.55E+12,5.188,-6.931,2.591,STD
1.55E+12,4.48,-7.233,2.387,STD
1.55E+12,4.382,-7.607,2.215,STD
1.55E+12,4.726,-7.734,2.404,STD
1.55E+12,5.198,-7.633,2.533,STD
1.55E+12,4.918,-7.475,2.397,STD
1.55E+12,4.176,-7.374,2.804,STD
1.55E+12,3.649,-7.578,2.619,STD
1.55E+12,3.577,-7.973,2.952,STD
1.55E+12,3.611,-8.124,3.127,STD
1.55E+12,3.551,-8.131,3.596,STD
1.55E+12,4.291,-8.136,3.431,STD
1.55E+12,4.645,-8.229,3.115,STD
1.55E+12,4.59,-8.375,2.816,STD
1.55E+12,4.324,-8.89,2.588,STD
1.55E+12,3.963,-8.375,2.27,STD
1.55E+12,3.86,-8.67,1.901,STD
1.55E+12,3.33,-8.607,2.102,STD
1.55E+12,2.95,-8.536,2.459,STD
1.55E+12,2.394,-7.755,2.533,STD
1.55E+12,1.793,-6.68,2.926,STD
1.55E+12,2.026,-5.694,3.733,STD
1.55E+12,2.174,-5.277,3.905,STD
1.55E+12,2.548,-5.713,4.549,STD
1.55E+12,3.259,-6.498,4.678,STD
1.55E+12,3.872,-7.542,4.417,STD
1.55E+12,4.152,-8.526,4.382,STD
1.55E+12,3.869,-9.172,4.477,STD
1.55E+12,3.117,-9.421,4.686,STD
1.55E+12,2.899,-9.034,4.341,STD
1.55E+12,3.826,-8.311,3.891,STD
1.55E+12,4.695,-7.422,3.769,STD
1.55E+12,5.196,-6.256,3.304,STD
1.55E+12,5.284,-5.938,1.276,STD
1.55E+12,5.476,-7.41,0.656,STD
1.55E+12,5.188,-8.423,1.386,STD
1.55E+12,4.7,-7.999,1.233,STD
1.55E+12,5.028,-7.432,1.305,STD
1.55E+12,6.038,-8.447,2.557,STD
1.55E+12,8.718,-9.034,2.002,STD
1.55E+12,11.986,-9.888,-0.05,STD
1.55E+12,11.246,-10.501,0.814,STD
1.55E+12,9.754,-10.712,1.051,STD
1.55E+12,9.896,-11.952,-0.814,STD
1.55E+12,8.354,-10.769,-0.048,STD
1.55E+12,6.51,-8.014,1.379,STD
1.55E+12,6.874,-8.112,0.342,STD
1.55E+12,7.552,-8.217,1.286,STD
1.55E+12,7.913,-5.112,1.935,STD
1.55E+12,7.659,-3.781,2.945,STD
1.55E+12,6.443,-4.777,3.651,STD
1.55E+12,4.535,-5.552,3.512,STD
1.55E+12,2.911,-6.718,2.428,STD
1.55E+12,4.039,-8.569,0.256,STD
1.55E+12,6.4,-9.812,-0.108,STD
1.55E+12,9.086,-9.754,0.498,STD
1.55E+12,10.578,-9.5,-0.125,STD
1.55E+12,9.316,-9.218,-0.065,STD
1.55E+12,8.172,-8.653,0.998,STD
1.55E+12,9.908,-8.346,-0.065,STD
1.55E+12,9.263,-9.077,0.113,STD
1.55E+12,8.418,-9.8,0.838,STD
1.55E+12,8.492,-9.386,1.295,STD
1.55E+12,8.634,-8.749,1.554,STD
1.55E+12,8.557,-8.239,1.789,STD
1.55E+12,8.485,-7.865,2.483,STD
1.55E+12,8.234,-7.757,2.797,STD
1.55E+12,7.846,-7.805,2.914,STD
1.55E+12,7.408,-7.949,2.533,STD
1.55E+12,7.145,-8.179,3.031,STD
1.55E+12,6.551,-7.437,2.777,STD
1.55E+12,6.618,-7.453,2.495,STD
1.55E+12,6.965,-7.813,2.346,STD
1.55E+12,7.125,-8.308,1.52,STD
1.55E+12,6.963,-8.658,1.135,STD
1.55E+12,6.062,-8.461,1.551,STD
1.55E+12,5.696,-8.004,1.875,STD
1.55E+12,5.876,-7.552,1.243,STD
1.55E+12,5.674,-7.65,1.518,STD
1.55E+12,4.853,-7.734,2.212,STD
1.55E+12,4.271,-7.446,2.921,STD
1.55E+12,4.396,-6.778,2.785,STD
1.55E+12,4.949,-5.897,2.401,STD
1.55E+12,4.451,-3.963,2.37,STD
1.55E+12,4.875,-4.434,2.789,STD
1.55E+12,4.293,-4.154,2.729,STD
1.55E+12,3.805,-3.67,2.035,STD
1.55E+12,2.84,-3.134,1.635,STD
1.55E+12,2.028,-3.587,1.997,STD
1.55E+12,2.16,-5.148,2.413,STD
1.55E+12,2.413,-4.975,2.504,STD
1.55E+12,1.654,-4.439,3.046,STD
1.55E+12,2.564,-5.093,3.587,STD
1.55E+12,3.529,-5.236,3.828,STD
1.55E+12,4.561,-4.786,1.492,STD
1.55E+12,6.469,-5.476,1.31,STD
1.55E+12,7.781,-6.354,2.246,STD
1.55E+12,7.54,-8.052,1.729,STD
1.55E+12,7.564,-10.841,1.475,STD
1.55E+12,6.577,-11.454,1.513,STD
1.55E+12,5.962,-11.612,2.119,STD
1.55E+12,6.56,-11.387,3.505,STD
1.55E+12,4.949,-8.351,3.263,STD
1.55E+12,5.246,-6.577,2.737,STD
1.55E+12,5.849,-6.465,1.664,STD
1.55E+12,5.904,-6.486,0.69,STD
1.55E+12,5.246,-6.867,0.725,STD
1.55E+12,4.863,-7.235,0.596,STD
1.55E+12,4.247,-8.054,1.008,STD
1.55E+12,5.21,-10.537,1.401,STD
1.55E+12,5.332,-9.922,1.683,STD
1.55E+12,5.179,-10.269,1.834,STD
1.55E+12,4.741,-11.828,2.813,STD
1.55E+12,3.443,-11.579,3.177,STD
1.55E+12,2.902,-9.771,3.484,STD
1.55E+12,2.923,-10.822,3.115,STD
1.55E+12,3.072,-11.217,2.988,STD
1.55E+12,3.266,-10.753,2.758,STD
1.55E+12,2.895,-7.841,3.026,STD
1.55E+12,2.643,-6.395,2.222,STD
1.55E+12,2.44,-6.915,1.48,STD
1.55E+12,2.976,-7.441,1.911,STD
1.55E+12,1.997,-8.907,1.245,STD
1.55E+12,2.275,-10.987,0.627,STD
1.55E+12,4.259,-10.439,1.374,STD
1.55E+12,1.65,-10.07,3.283,STD
1.55E+12,5.248,-10.978,2.272,STD
1.55E+12,7.786,-11.943,0.101,STD
1.55E+12,4.599,-13.822,1.994,STD
1.55E+12,2.454,-13.53,1.405,STD
1.55E+12,2.825,-11.567,3.579,STD
1.55E+12,1.446,-9.57,4.678,STD
1.55E+12,0.778,-10.353,2.459,STD
1.55E+12,1.81,-10.556,2.327,STD
1.55E+12,2.112,-8.301,1.961,STD
1.55E+12,1.851,-6.448,2.284,STD
1.55E+12,1.348,-4.384,3.038,STD
1.55E+12,0.872,-4.733,3.314,STD
1.55E+12,1.537,-6.431,3.907,STD
1.55E+12,3.778,-6.242,4.812,STD
1.55E+12,5.047,-3.86,5.152,STD
1.55E+12,5.05,-3.139,6.445,STD
1.55E+12,4.58,-3.594,7.523,STD
1.55E+12,3.618,-4.561,6.85,STD
1.55E+12,3.302,-3.8,7.439,STD
1.55E+12,3.235,-2.617,9.546,STD
1.55E+12,2.603,-1.585,11.655,STD
1.55E+12,2.694,-1.784,11.224,STD
1.55E+12,3.905,-1.568,10.896,STD
1.55E+12,5.114,-0.306,12.194,STD
1.55E+12,5.356,0.16,12.503,STD
1.55E+12,4.963,-0.127,10.99,STD
1.55E+12,4.111,-0.412,8.933,STD
1.55E+12,3.843,-0.225,8.988,STD
1.55E+12,3.599,-0.067,9.086,STD
